number of bedrooms,number of bathrooms,living area,lot area,number of floors,Area of the basement,living_area_renov,lot_area_renov,Distance from the airport,Price,condition of the house
3,1.75,2000,7560,1,700,1900,8301,55,295000,4
3,2.5,1970,9607,2,880,2020,9608,54,289000,3
3,1,990,9253,1,0,1210,9870,66,275000,3
3,1,1490,7435,1,370,1490,7530,74,258000,3
2,2,1180,9265,1,0,460,18000,62,257500,3
3,2.25,1670,7881,1,480,1870,7820,78,252000,4
4,2.75,2000,5827,2,0,1710,6929,78,236000,3
4,1.75,1850,6000,1,580,1270,6600,50,230000,4
3,1.75,1330,13102,1,0,1270,11475,77,225000,3
3,1,880,18205,1,0,1110,16115,80,218000,4
3,1.5,1330,7600,1,0,1500,7776,57,218000,4
2,1,970,5500,1,0,1180,6000,72,210000,3
3,1,1000,8512,1,0,1490,10395,65,199000,3
3,1,1050,7577,1,0,1430,7245,64,194000,3
3,1.5,1010,9600,1,0,1400,9660,63,160000,4
2,1,690,5280,1,0,1140,4860,77,139000,4
4,3.25,4250,8570,2,0,2830,12821,61,2300000,3
5,3.5,5850,22885,2,1180,3240,19020,71,1700000,4
3,1.5,2680,4775,2,800,2280,5947,61,1360000,5
3,1.5,1940,2885,1.5,0,2550,3600,64,1330000,3
4,3.5,4660,17398,2,0,5080,24913,50,1280000,3
4,3.5,3770,37034,2,940,3200,36342,73,1230000,3
4,1.75,3990,13470,2,0,5790,13709,75,1200000,3
3,2,2110,18815,2,0,2690,21010,65,1150000,5
4,2.25,3310,127631,2,0,3830,43959,70,1140000,5
5,3.25,3370,7947,2,0,2040,7900,59,1070000,3
4,4.5,4225,284011,2,0,2870,14576,68,1010000,4
3,4.5,4380,47044,2,660,2460,18512,71,995000,3
5,3,2620,5477,2,0,1680,5217,54,975000,3
5,3.25,3160,5000,2,980,3160,5746,57,957000,3
5,2.25,2370,15512,2,0,2380,15100,54,913888,4
5,3.5,3100,10200,1,1440,2700,10455,54,905000,3
4,1,2550,4000,2,180,2200,4000,68,890000,3
4,2.75,2840,4000,1.5,880,2750,4000,70,870000,5
5,3.25,4500,9648,2,1500,2780,21132,69,860000,4
4,2.5,3070,8086,2,0,3320,10738,76,804100,3
2,1,1740,5719,1,0,1980,5000,71,800000,3
4,2.5,3920,12415,2,0,3639,12805,68,770000,3
4,3.5,4000,15253,2,0,3550,8747,62,762000,3
4,2.5,2760,6000,2,530,1600,6000,57,760000,5
3,1.5,1840,5000,1.5,500,1840,5000,54,750000,5
5,2.5,2700,16570,1,950,2570,11840,75,744500,4
4,2.5,3000,10392,2,0,3140,9213,67,740000,3
5,2.5,2980,5377,2,0,3150,6593,62,739900,3
3,2.5,2610,7510,2,0,2610,8458,73,725000,3
4,2.5,2490,5170,2,0,2490,5170,62,725000,4
4,2.5,2770,5686,2,0,2910,5000,79,700000,3
5,2,2000,4211,1.5,720,1680,4000,73,690500,4
4,1.5,1880,6200,1,440,2070,6500,64,680000,5
3,2.75,2210,4000,2,0,2230,4674,61,660000,3
4,2.5,2180,3375,1.5,760,1560,3375,66,657000,4
4,2.75,1910,16532,1,490,2300,8250,56,650000,4
3,2.75,1850,16960,1,0,2470,13761,79,645000,4
33,1.75,1620,6000,1,580,1330,4700,50,640000,5
5,2.5,2700,21208,1,750,2550,20409,62,625000,4
4,2.5,2690,4736,2,0,2690,4791,71,608000,3
3,2.25,2680,9162,1,1110,2480,8261,77,599990,3
4,4,3570,8250,2,710,2230,10000,70,597326,3
3,1.75,1870,9000,1,0,2030,8160,59,595888,5
3,2.25,1270,1406,2,210,1160,1327,71,594000,3
4,2.75,2720,4613,2,0,2830,4836,52,594000,3
5,3,2790,19439,1,1290,1620,19439,79,589950,5
4,2.75,2890,6825,1,1330,1900,10120,74,585000,3
3,2.5,1790,8144,2,0,1800,7503,78,583000,3
4,2.5,2070,5415,2,0,2120,5331,59,578000,3
3,2.25,1700,3333,1.5,600,1700,3750,72,575000,3
3,2.5,2380,6832,2,0,2580,6832,53,574000,3
2,1.75,1670,4008,1,0,2330,3752,66,565000,3
3,2.5,1400,1312,3.5,0,1350,1312,57,563500,3
2,0.75,1440,3700,1,240,1440,4300,78,562100,3
3,1.75,1900,11165,1,0,2030,11165,63,557500,4
4,2.5,2030,3974,2,0,1780,3953,79,544000,3
4,2.75,3110,5133,1,0,1880,19709,52,531500,4
5,2.25,2140,7910,1,1070,1680,8700,79,530000,3
4,2.5,1950,2617,1.5,700,1520,1438,79,519000,4
3,2.5,1860,8060,2,0,1850,4661,66,505000,4
3,1.75,1640,10695,1,0,2790,9775,59,505000,3
3,1.5,1190,4750,1,220,1460,4750,75,500000,3
3,2.5,2420,7307,2,0,2420,5577,76,482000,3
5,3.5,2640,6895,2,0,2640,5267,57,459000,3
3,1,1970,22144,1,0,1970,13500,63,454000,4
3,1.5,2330,11740,1,1000,2630,11740,69,450000,3
4,2.75,2310,5650,1,980,2300,5650,50,450000,3
2,1,1380,4390,1,500,1390,5234,77,450000,4
3,1.75,2030,17100,1,0,1950,14400,61,440000,4
2,1,1060,3036,1.5,0,1730,5535,55,435000,4
3,2.5,2320,2267,3,0,1240,1883,62,425000,3
4,2.25,2100,9984,1,810,1930,10511,61,418800,4
3,1.5,1250,7700,1,0,1430,7700,50,410000,5
2,2.5,1590,1845,2,0,2320,3174,71,409900,3
4,2.25,2000,3672,2,350,2000,5100,78,402000,5
3,2.5,2180,7508,1,760,1900,7818,68,400000,4
2,2.25,1350,14258,2,300,1250,1202,60,395000,3
4,2.5,2340,8548,2,0,1970,6818,78,390000,3
4,2.25,2050,9583,2,280,2230,9730,50,386000,3
3,1.75,1500,13430,1,0,1500,13430,60,383000,3
2,1,900,2910,1,0,1320,2910,67,381500,5
3,2.25,1400,11400,2,0,2180,9248,75,374500,3
3,2,1410,9600,1,0,1410,9600,55,365500,4
3,2.5,1800,2790,2,0,1580,2036,77,364000,3
4,2,2020,48693,1.5,0,1610,34900,52,356000,3
4,1,1530,8890,1,550,1100,5203,72,352000,3
3,1,1010,8184,1,0,1010,8184,71,349000,4
2,1.75,1610,6300,1,600,1370,5225,65,346500,3
3,1,1150,11802,1,0,1880,6082,60,346500,4
6,2.25,3040,28535,1,1150,1360,8250,69,330000,3
3,2.5,1730,3600,2,0,2030,3600,54,328423,3
4,2.5,2000,10051,2,0,2000,6686,50,320000,3
4,2,1780,5336,1.5,850,1910,10304,66,315000,5
2,1,870,5400,1,0,990,5200,69,310000,3
3,2.5,1860,3730,2,0,2110,4509,51,309620,3
3,1,1640,18144,1.5,0,1500,9065,72,308000,3
6,2,1900,8240,1,700,1900,8240,69,305000,2
3,2.5,1870,7942,2,0,1870,7392,77,299950,3
3,1.75,1790,7650,1,0,2540,7600,70,299950,3
3,1,1110,8593,1,0,1780,8593,71,299900,3
3,2.5,1150,887,3,0,1180,915,70,288000,3
2,1,780,3475,1,0,1210,6769,67,286000,4
3,2,1460,6377,1,0,1600,6250,58,285000,3
3,1,890,8400,1,0,1850,5565,50,283000,4
3,1.75,1230,8250,1,0,1250,8250,65,280000,3
7,2.5,1940,5458,2,0,1710,5688,80,280000,3
3,1,1270,7566,1,0,1780,7520,64,276900,4
4,2.25,2460,11250,1,0,1630,10216,65,276000,4
2,1,770,4840,1,0,930,4840,76,275000,4
3,2.5,1670,8364,1,370,1490,8143,60,270000,4
2,1,2060,8398,1,800,1690,13495,54,270000,3
3,1.5,1150,8450,1,0,1160,6800,80,265950,4
2,1,1120,5650,1,0,1270,6875,61,260000,3
3,1.5,1580,8184,1,440,1540,9476,57,260000,3
5,2.5,2025,7760,2,0,1664,9000,68,260000,3
3,2.5,1720,3676,2,0,1720,3510,68,255950,3
4,2.25,1830,6136,2,0,1830,7664,62,249000,3
3,2.5,1620,7686,2,0,1370,7686,57,246500,3
3,2.25,1640,8400,1,460,1600,8120,52,245700,3
3,2,1410,5760,1,0,1670,6222,68,245000,3
3,2.25,1481,2820,2,0,1481,3028,69,240000,3
4,2,1570,9415,2,0,1550,8978,68,235000,4
3,1,1250,6180,1.5,0,1490,6180,65,233000,3
3,1,1050,8498,1,0,1340,8498,56,205000,3
3,1,1230,8750,1,0,1230,8750,56,205000,3
3,1,1150,4800,1.5,0,1310,9510,63,200000,4
3,2,1190,6833,1,0,1540,8000,52,200000,3
3,1,1320,9000,1,0,1320,9800,64,196500,3
1,0.75,930,29258,1,0,2000,18321,66,190000,3
3,1,1090,3264,1,0,1090,3330,73,152000,4
2,1,890,8100,1,0,1260,8100,80,150000,3
5,3,4480,5000,2.5,1060,3220,5600,78,1990000,5
4,2.25,3250,16684,2,0,2890,16927,77,1410000,3
4,3,4040,20001,1,2020,2990,20098,56,1390000,3
3,3,2480,5500,2,750,2950,5670,80,1390000,3
4,3.5,3190,5040,2,1030,2390,4800,68,1340000,3
3,3,3760,8500,2.5,700,2610,5500,67,1250000,4
3,2.5,2490,4000,2,820,2310,4000,71,1150000,5
4,3.5,3990,5267,2,0,3230,6481,51,1080000,3
4,3.5,3450,7832,2,0,3220,8567,80,1050000,3
4,3.5,3320,19850,1,1280,3240,15470,58,1030000,4
4,3.75,3460,6738,2,0,3340,6120,73,971971,3
3,1.75,2450,2691,2,700,1760,3573,79,937000,3
4,3.5,4040,50479,2,0,3770,40899,57,910000,3
4,3.5,3370,5000,2,900,1820,5000,72,900000,3
4,2.75,4230,31747,2,0,4080,35576,61,879000,4
4,2.5,3230,12100,1,1360,2670,10200,69,827000,3
4,2.5,3060,7140,2,0,3240,6218,56,826000,3
3,2,2270,11989,1,0,2880,12439,52,815000,4
4,2.75,2620,4743,1,1310,1900,4764,60,815000,4
3,2.75,2600,5875,1.5,1000,2260,5492,67,805000,5
3,1.75,2080,75794,1,0,1870,11020,71,800000,3
4,2.5,2990,16809,2,0,3340,18752,64,800000,3
4,3.25,3060,3898,2,760,2920,3448,60,782900,3
3,2.75,2850,14800,1,930,3300,10809,61,775000,4
4,2.5,2660,10800,1,0,2640,10800,70,772650,3
3,2.5,1980,13964,1,0,2040,13964,60,760000,5
4,2.75,2880,4000,1.5,780,2110,4000,65,755000,3
4,2.75,1750,5080,1.5,0,1700,4572,67,750000,3
6,3,3110,5000,1.5,1300,1600,4000,73,725000,5
3,3.25,3740,136915,2.5,640,2400,16104,63,710000,3
3,2.75,2590,12063,2,0,2850,8469,52,695000,3
5,3.5,2720,7598,2,860,2430,7728,61,690000,3
4,2.5,2770,10274,2,0,2270,7210,76,675750,3
3,1.5,1490,4400,1.5,0,1560,4400,77,670000,4
4,2.5,2670,11877,2,0,2430,11333,71,669950,3
2,1.75,1950,10766,1,790,1780,11721,61,669000,4
3,1.75,3320,478288,1.5,1060,2960,217800,79,667000,4
3,2.5,2480,37843,1.5,0,2350,42122,52,663000,4
3,2,1480,3876,1,620,1660,3774,74,663000,5
3,1,1210,9622,1,0,1580,9714,66,660000,3
3,2,1660,3729,1,690,1560,3729,68,638000,5
3,1.75,2430,5000,2,670,1320,4062,64,626000,4
6,3.5,3600,6875,2,860,3150,6663,62,620000,3
3,2,2460,41343,1,0,2500,53885,75,620000,4
3,2.5,3240,8016,2,330,2990,7561,72,600000,3
4,1.75,1720,6975,1,300,2210,7875,56,580000,3
5,3,3690,49709,1,1000,2590,8691,52,575000,3
4,1.75,2110,265716,1,0,2110,110597,64,568000,4
4,1.75,2085,174240,1,475,2690,174240,72,563500,3
4,2.5,2480,16360,1,970,1770,15205,74,560000,5
5,3,3640,6930,2,0,3740,7182,63,555000,3
4,2.5,2150,27540,2,0,2150,27540,52,550000,3
3,3,2410,209088,2,0,2610,7479,65,537000,3
3,2,2330,26571,2.5,0,2030,20037,74,530000,3
4,2.75,3030,6625,2,0,3030,9620,65,525000,3
3,3.5,1590,1102,3,0,1620,3166,61,518500,3
3,1.75,1440,11787,1,0,2190,11787,67,495000,3
3,1.75,1520,11085,1,0,2310,9647,63,475580,3
2,1.75,1240,6417,1,0,1800,6417,74,471000,5
3,2.5,1730,8490,1,520,1870,7400,54,460000,3
4,2.5,2550,19017,1,1250,2080,21100,53,460000,4
5,2.75,2830,8925,1.5,0,1700,8539,59,451000,3
3,1.5,1530,23660,1,0,1800,11407,60,450000,3
2,1.75,840,3340,1,140,1700,3980,54,450000,3
2,1.5,1370,1221,2,290,1560,2081,57,446000,3
4,1.5,1770,4670,2,0,970,5750,62,440000,3
4,2.5,2160,7826,1,770,2190,9900,60,440000,4
3,1.5,2120,6290,1,900,1620,5400,57,440000,4
4,2.5,2250,7526,2,0,1980,7526,76,440000,3
4,2.75,2110,8751,1,600,1660,10295,50,435000,3
3,2.5,2370,5353,2,0,2130,6850,68,429900,3
4,2,2100,4857,2,0,1450,5965,80,424000,3
3,1.75,1444,249126,1.5,0,1760,224770,73,420000,3
3,1,1170,6700,1,0,2410,7620,52,415000,3
3,2.5,2490,4540,2.5,0,2640,3844,54,414000,3
4,2.5,2220,4652,2,0,1840,4500,74,405000,3
2,1,620,2475,1,0,1290,2475,76,402000,5
4,3,3060,5000,2,0,3060,5668,58,399000,3
3,3.25,1370,913,2,270,1370,915,52,390000,3
4,2.5,3200,22651,1,1590,2030,5500,76,385000,5
3,1.5,2380,14500,1,530,1830,13600,71,370000,4
5,2,2280,19000,1.5,0,1790,11800,59,365000,3
5,1.75,1940,6654,1.5,0,2300,9500,52,359000,4
3,1.5,2450,12497,1,0,1560,11700,58,358000,4
3,1.5,1400,8840,1,0,1260,8840,80,357250,4
4,2.75,2530,7350,1,1250,2280,7350,51,354950,5
4,2.5,2580,5476,2,0,2900,5476,55,354000,3
3,2.25,1780,16290,2,0,1780,8810,70,350000,4
2,1,950,7954,1,0,1180,6828,55,339000,4
3,2.5,1769,7324,2,0,2502,6017,57,334888,3
4,3,1930,3031,1,730,1930,2611,63,330675,3
3,1,1750,7800,1,600,1750,7560,76,329950,4
2,1,950,5316,1,0,1620,6085,69,320000,3
3,2,1550,34175,1.5,0,2300,35174,66,320000,3
4,2.5,1940,10200,1,800,1920,12600,74,315000,4
4,2.5,2430,5499,2,0,2890,5190,52,310000,3
4,1.75,1530,17664,1.5,0,1530,11625,69,302000,3
3,2.25,1780,10395,1,0,2080,9360,67,300000,3
2,1,930,7740,1,0,1250,7740,77,290000,3
4,2.25,2260,7200,2,0,1720,7200,62,289659,4
2,1,1010,7200,1,0,1890,9248,65,285000,3
4,2.25,2070,7350,2,0,2080,7210,68,280927,4
3,1.75,1580,6620,1,0,1580,8137,79,279900,3
4,2.25,2600,9900,1,1000,1770,11250,71,270000,3
2,1,1780,81021,1,0,1780,26723,63,270000,4
3,2.5,1650,6684,2,0,1850,7048,68,268000,3
3,1.5,1090,8160,1,0,1260,7560,61,267000,3
3,2,1470,20000,1,0,1390,30056,70,254600,4
5,2,2080,16117,1,340,1510,13068,61,254000,5
3,1,1640,12384,1,550,1550,11200,54,253500,4
4,1,1230,7410,1.5,0,1020,7648,51,252750,3
3,2,1900,8002,1,0,1900,6086,69,252500,3
3,2.5,1630,7700,1,510,1640,8160,70,249900,3
3,1,1140,27760,1,0,1690,87300,55,243800,4
4,1,1200,2171,1.5,0,1130,1598,69,240000,3
4,2,1330,5926,1,0,1150,5485,75,235867,4
5,2.5,2500,9583,1,1200,2120,19352,78,235000,3
3,1,1060,9946,1,0,1310,10619,72,230000,4
2,1.75,1590,11276,1,0,1750,10687,61,225500,4
3,2,1700,11475,1,730,1560,11475,74,225000,5
4,1.5,1600,9289,1,0,1540,9918,66,224000,4
3,1.75,1500,11968,1,0,1320,11303,67,224000,3
3,1.5,1660,15600,2,0,1660,14400,51,220000,3
3,1,1090,6710,1.5,0,1170,6708,64,219500,5
2,1.75,1390,4482,1,0,1390,4680,58,216500,4
2,1,720,8040,1,0,2300,9500,55,210000,3
2,1,920,7569,1,0,1280,7627,79,202000,4
3,1.75,1260,9346,1,0,1800,9705,56,200500,4
3,1.5,1220,6000,1,0,1660,6000,51,177500,3
3,1.75,1570,15330,1,490,1250,13330,63,164950,3
3,1,1310,9612,1,350,1310,9812,50,150000,3
4,4.5,6640,53330,2,0,4620,68625,75,1820000,3
4,3,3900,9750,1,1380,3410,9450,66,1620000,5
5,2.75,3650,13297,2,900,2900,11568,51,1200000,5
4,4.25,4390,13833,2,1070,3850,11652,55,1050000,3
3,2.25,1670,4800,1.5,0,2300,4800,59,1020000,3
4,2.75,3610,8580,2,0,2360,8580,79,982000,3
5,2.5,3260,24300,1.5,950,2390,32057,72,755000,4
4,2.25,3190,11597,2,890,2990,10679,55,750000,3
3,3,2630,4896,2,0,2880,4972,77,738000,3
4,3,2370,3672,1.5,720,2140,4182,72,735000,5
3,2.25,1490,1212,2,450,1490,1337,51,735000,3
3,2.5,3580,54450,1.5,0,3090,35943,50,725000,3
3,1.5,1200,6240,1,170,2810,6240,72,718500,3
2,1.5,1640,4080,1.5,100,1880,4080,71,710000,5
3,2.5,2440,4153,2,0,2030,4143,76,710000,3
3,2.5,1660,1545,2,260,1820,2570,76,700000,3
4,2.75,3190,10970,2,0,2850,8416,64,687500,3
3,2.25,2400,5300,1.5,1150,1540,4800,67,672500,4
2,1,1110,3200,1,0,1170,3600,73,665000,3
3,2.5,2610,35000,2,0,3060,35427,63,665000,3
5,2.5,2500,7200,1,1010,1960,8325,66,661500,4
4,2.5,2540,38677,2,0,2560,36280,70,652500,3
4,2.5,2770,63118,2,0,2770,44224,69,641000,3
4,1.75,2420,37800,1,540,2780,35532,55,602000,4
3,3.25,2310,3075,2,580,2310,3075,69,589500,3
3,1.75,1960,6380,1,980,1480,6380,63,561500,4
4,2.5,2710,6583,2,0,2710,6583,61,560000,3
4,3.5,4150,16197,2,0,3618,15210,62,550000,3
4,1.75,2860,48351,1,1150,2460,43560,73,530000,3
2,0.75,840,40642,1,0,1850,64069,54,528000,4
5,1.75,1890,5000,1.5,800,1610,5000,77,523460,3
1,1.25,1100,638,3,0,1110,1933,76,516500,3
2,1.5,1200,1687,3,0,1240,1296,52,504200,3
2,1.5,1520,8040,1,0,1440,8040,50,500000,5
4,1,1440,7100,1.5,0,1490,5000,79,500000,3
3,2.5,2230,5348,2,0,2190,5205,60,490000,3
4,2.75,2790,5527,2,0,2620,5509,60,483453,3
2,1,1500,3420,1,0,2050,3420,76,480000,3
4,2.5,2990,8913,2,0,2740,8030,75,469900,4
4,2.5,3060,6000,2,0,3040,6000,73,465000,3
4,2.25,2020,8424,1,640,2030,7236,60,464900,4
4,2.5,2110,35091,1,820,2740,36427,58,460000,4
4,3,2530,10000,2,0,1420,9898,69,459000,3
4,2.75,2300,37533,1,750,2130,10092,62,453000,5
2,1,1320,8380,1,0,1290,8025,52,447000,3
2,1,1050,2570,1,200,1080,2800,53,430000,5
3,2.5,2432,9391,2,0,2912,8932,51,427000,3
3,1,1520,213444,1.5,0,2640,213444,63,425000,5
4,2.25,2300,7700,1,920,2010,8820,55,417000,3
3,1.75,2410,8944,1,550,2750,9600,50,415000,4
3,2.5,1060,1536,2,0,1220,1316,74,415000,3
3,2.75,2600,64626,1.5,0,1740,64626,67,415000,3
3,2,1400,45738,2,0,2390,56628,52,410000,4
3,1,2710,19000,2,0,2150,19000,59,410000,4
3,2.5,2570,10431,2,0,2590,10078,58,399950,3
5,1,1170,6757,1,370,1590,6794,64,397000,4
4,2.5,3000,9793,2,0,1890,7557,56,394000,3
4,2.5,1890,7867,2,0,2250,7867,55,355000,3
2,2.25,1330,10838,2,0,1390,10310,72,355000,3
3,1.75,2040,22693,1,0,1950,6280,76,355000,4
5,1.75,2330,14322,1,1150,1690,10010,52,350000,4
3,1.75,1780,10409,1,500,1780,7415,76,342000,3
4,1.75,2440,7350,1,830,2180,7680,68,330000,3
5,2.75,2400,8050,2,0,2400,8050,61,327000,3
4,2.5,2570,4865,2,0,2570,4933,72,320000,3
6,4,3120,4240,2,1030,1460,4240,52,315000,4
3,1.5,1590,8911,1,0,1590,9625,79,300000,3
1,1,700,2500,1,0,1340,5000,51,295000,4
4,2,1350,942,3,0,1390,942,58,288790,3
2,1,910,8155,1,0,1240,8155,59,285000,4
1,1,690,1950,1,0,1650,4864,69,280000,3
3,2.5,1630,7950,1,310,1650,7952,52,279000,3
2,1,720,11400,1,0,1690,8075,56,275500,5
2,1,700,4800,1,0,1440,4800,78,260000,3
3,1.75,1650,12349,1,0,1470,10763,71,259500,3
3,2.25,1715,6819,2,0,2238,6819,58,257500,3
3,2.5,1720,6194,2,0,1720,6211,59,255000,3
3,3,1670,4440,1,0,1670,4622,51,246950,3
3,1.75,1400,6300,1,0,1400,8490,55,235000,3
3,1.75,1950,8712,1,0,1820,11520,67,235000,3
1,1.5,1170,1456,2,100,1360,1730,74,235000,3
4,1,1390,18000,1,0,1390,18000,69,234000,3
3,1.75,1010,9600,1,0,1320,9600,67,230000,5
2,1.75,1110,1773,2,0,1420,2855,58,229800,3
3,1,910,8789,1,0,1160,8789,63,221000,3
2,1.75,1220,15600,1,0,1510,17818,74,215500,3
2,1,940,5040,1,0,940,5040,64,212700,3
3,1,970,9583,1,0,970,7875,60,209950,4
2,1,1020,8100,1,0,1200,12500,55,195000,3
2,1,900,3400,1,0,940,6000,68,191000,5
2,1,810,8424,1,0,820,8424,63,170000,4
3,1,1060,7473,1,0,1320,7912,51,140000,3
3,4.25,2820,7200,2,360,3300,7522,54,1600000,4
4,4.25,3500,8750,1,1360,3110,8750,62,1080000,5
4,2.5,2190,11500,1,760,2580,9700,56,699900,4
2,1,1050,2542,1,170,1620,1809,52,650000,3
4,2.5,3130,40918,2,0,2760,35440,76,598000,3
5,2.5,2670,16777,1.5,1050,1610,8227,52,585000,4
3,2.5,1700,9100,1,540,1590,8374,77,475000,3
3,1.5,1500,5000,1.5,360,1500,5000,60,470000,4
3,1,1200,9087,1,0,1250,11826,72,339900,5
3,1.75,1700,1716,1,500,1900,9528,66,314500,3
4,1,1370,8499,1,0,1370,8187,52,300000,3
3,1,1040,8128,1,0,1520,7500,74,234000,3
2,1.75,1910,3376,2,0,1470,3623,78,230000,3
3,2.25,2120,54014,2,0,3280,50690,63,835000,4
2,1,840,3400,1,0,2000,4000,62,530000,4
4,2.75,2950,15540,1,830,2840,17136,60,402000,4
3,3.5,1360,1275,2,120,1360,1275,58,397000,3
3,2,1610,15005,1,0,1610,15479,58,345000,4
5,2.75,2130,6222,1,830,2130,6222,73,325000,3
3,1,1800,7650,1,0,1230,7650,70,265000,5
4,3.75,4350,7965,2,0,2190,8557,74,2070000,3
5,4.25,4830,8050,2.5,1120,4470,9194,78,1930000,4
5,3.5,5000,26540,2,1590,3360,17398,55,1730000,3
5,3.25,4390,11250,2,0,2160,9249,61,1510000,3
4,2.5,2680,12215,1,1090,2960,19964,55,1310000,3
3,1.75,2200,14630,1.5,0,2850,15803,56,1230000,3
4,2,2120,3360,2,0,2090,3600,72,1200000,3
3,3,3790,5001,2,980,2500,6286,60,1170000,3
4,2.75,3330,9143,2,0,2390,9143,71,1100000,4
4,1.75,2010,6300,1,400,3290,6300,67,972000,5
4,3.25,3530,8589,2,0,2470,9019,79,963000,3
4,2.5,3670,7680,2.5,0,3130,6112,69,950000,3
2,2.5,1780,2067,2,0,2320,2067,78,935000,5
5,2.75,2520,16100,1,950,2760,16988,55,896000,4
4,2.5,3560,5265,3,0,3220,4892,53,882566,3
4,2.75,3220,4392,1.5,900,2310,5795,51,880000,4
4,1.5,1800,3245,1.5,0,1800,4275,75,875000,4
3,2.5,2650,2387,2,820,1870,2216,80,850000,3
4,2.5,3500,7048,2,0,3920,7864,54,780000,3
5,3,2870,5700,1,920,1730,5529,72,765000,3
4,2.5,3300,165528,2,0,3030,144696,70,760000,3
4,2.25,2500,4046,1.5,980,1410,4046,70,669500,4
3,2.5,3350,4007,2,800,2340,4167,52,635000,3
3,2,1890,29185,1,420,2580,11600,62,570000,3
3,2.25,2070,15002,1.5,0,2070,15002,67,560000,3
3,2.25,1720,9600,1,500,1720,9600,64,550000,4
4,1.5,2750,128502,1,1250,1470,11514,51,550000,2
3,2.5,1460,1613,2,280,1460,1403,57,544000,3
3,1,1580,6300,1,400,1560,1601,63,535000,3
4,2.25,1980,15086,2,0,2100,10927,51,530000,3
3,2.5,2600,4506,2,0,2600,4658,55,515000,3
4,3,3720,15048,3,0,2020,15180,62,500000,3
4,1.75,2120,9786,1,480,2310,8787,59,492650,3
3,2.25,2090,10733,1,650,1740,8100,58,491950,3
3,2.25,1470,4322,2,0,1610,4322,79,491500,3
4,3,2330,3497,2,410,2330,5242,74,490000,3
4,3,2440,9664,2,550,2380,9609,52,480000,3
3,1.75,3600,8666,2,1200,2290,8200,79,461000,4
3,2.5,1220,1330,2,210,1360,3750,57,457000,3
4,2.5,2960,6031,2,0,2570,5012,67,449000,3
4,2.25,2070,39446,1,600,2140,12043,68,445800,3
2,1.5,1190,3400,1,200,1410,3150,55,441000,3
3,2.5,3180,7904,1,1370,1950,7800,50,439000,3
4,2.5,2290,11173,2,0,2290,10404,59,436500,4
4,2,1880,3840,1,910,1670,1820,66,435000,3
2,2,1090,934,3,0,1090,1376,80,427500,3
2,1.75,1510,4980,1,0,1350,4157,72,419000,3
1,1.5,1010,5750,1,0,1230,5750,66,410000,3
5,3.25,2820,6589,1.5,500,1560,5647,51,408000,3
2,1,870,5750,1,0,1100,5750,58,406500,4
4,2.5,2570,7859,2,0,2150,7284,73,397500,3
3,1.75,1300,7030,1,0,1450,7650,75,385000,3
4,2.5,2700,6998,2,0,2350,10550,61,383962,3
3,1,1320,7341,1,0,1160,7573,60,370000,3
4,2.75,2140,10316,2,0,1920,11337,68,359500,3
3,2.25,1370,1524,3,0,1370,1418,61,355000,3
3,1,960,8855,1,0,1250,8855,75,349810,4
2,1,970,5750,1,0,1650,8625,71,345000,4
4,2.5,2280,5000,2,0,2910,5000,66,345000,3
4,2.5,2230,5970,2,0,1970,4919,63,337000,4
4,2.5,2340,11784,2,0,2250,10760,68,330000,3
3,2.25,2310,7200,2,0,1960,7201,65,327500,3
3,1,1010,8800,1,0,1400,4095,69,308000,4
2,1,960,8153,1,0,1160,8199,74,300000,3
3,2.5,1760,8584,1.5,0,2160,8584,55,289950,5
4,2.25,1830,8734,2,0,1870,7212,62,285000,4
2,2,1860,10856,1,600,1250,10008,56,265000,3
4,2,1360,60548,1,400,1930,28800,69,263400,3
3,1.75,1410,8100,2,0,1560,8100,65,263000,3
2,1,1320,9967,1,380,1970,7587,67,255000,3
3,2,1440,5000,1,0,1390,7830,55,250000,3
3,1,950,9400,1,0,1260,9400,65,248000,4
3,2.75,1300,14197,1,440,1550,7596,58,245000,3
2,1.5,1068,1758,2,0,1078,1315,56,243000,3
2,1,900,28800,1,0,1360,7200,51,235000,1
2,1,1200,24792,2,0,2150,24792,79,170000,2
2,1,930,7623,1,0,1300,7641,74,100000,2
5,5.5,7050,42840,1,2730,5070,20570,75,3800000,4
3,2.25,3530,17450,1,1690,3530,17310,69,2370000,3
4,4.75,3970,9778,2,580,3970,8460,63,2300000,4
4,2.75,3770,10900,2,700,3000,5000,54,1700000,5
3,3.25,3140,5445,2,900,2950,5250,65,1640000,4
4,2.75,2970,12750,1.5,840,1980,15300,66,1570000,4
4,3.5,4270,5800,2,1100,3100,5800,51,1360000,5
6,2.75,2630,5432,2,120,1540,4969,66,1300000,5
4,3.5,3400,3850,2.5,610,2030,4000,67,1200000,3
4,2.5,3340,10422,2,0,1770,9490,60,1150000,3
5,3.25,3350,4000,2,840,1620,4000,50,1110000,4
3,2.75,3890,7216,2,630,2490,9920,79,1080000,3
4,2.5,4570,16015,2,0,4490,17668,52,1060000,3
4,3.5,3770,8501,2,0,1520,9660,62,1020000,3
3,1,1640,12855,1.5,140,2190,11262,57,1010000,5
4,1.75,2130,5080,1.5,0,1900,5080,64,955500,3
4,1.5,2550,5055,2,0,1970,4431,59,952500,4
5,5.5,5190,12637,2,0,3840,12637,52,925000,3
